Custid,Year_Birth,Dependents,Income,Rcn,Frq,Mnt,Clothes,Kitchen,SmallAppliances,HouseKeeping,Toys,NetPurchase,CatPurchase,Recomendation,DepVar,Gender_M,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Together,Marital_Status_Widow
8592,1983,1,48170.85,398,8,17.68,70,7,21,1,1,64,36,4,0,0,0,1,0,0,0,0,0,0
8595,1966,1,64991.85,6,11,92.56,77,1,19,1,1,58,42,5,0,0,0,1,0,0,0,1,0,0
8598,1990,1,37378.95,8,10,59.28,19,8,50,6,16,58,42,3,0,1,0,0,1,0,0,0,0,0
8599,1945,0,116963.7,57,33,1596.4,44,22,24,8,3,17,83,5,1,0,0,1,0,0,0,1,0,0
8600,1987,1,63385.35,78,21,411.84,39,4,53,1,3,63,37,2,0,0,0,0,0,1,0,0,1,0
8601,1963,1,72263.1,32,11,92.56,64,2,29,2,3,65,35,5,0,1,0,1,0,0,0,0,1,0
8602,1995,1,14466.9,41,8,41.6,11,30,14,24,21,35,65,4,0,0,1,0,0,0,0,0,0,0
8604,1952,1,107797.2,85,41,1860.56,81,5,9,3,2,30,70,4,0,0,0,0,0,0,0,1,0,0
8607,1987,1,39696.3,33,11,56.16,35,12,32,8,14,65,35,4,0,0,0,1,0,0,0,1,0,0
8608,1941,0,105814.8,27,40,2000.96,45,8,44,2,0,14,86,5,0,1,0,0,1,0,1,0,0,0
8611,1942,0,111643.35,43,34,1664.0,24,15,38,12,12,14,86,5,0,0,0,1,0,0,0,1,0,0
8614,1969,1,53480.7,19,17,267.28,91,0,9,0,0,53,47,2,0,0,0,0,0,1,0,0,0,0
8616,1967,1,54108.6,35,9,94.64,78,2,13,2,5,40,60,3,0,0,0,0,0,0,0,0,1,0
8619,1975,1,50607.9,38,9,24.96,62,5,25,8,1,64,36,3,0,1,0,1,0,0,0,1,0,0
8627,1990,1,23103.15,8,13,122.72,43,2,49,4,3,59,41,3,0,1,0,0,1,0,0,0,1,0
8629,1945,0,109863.6,96,41,1990.56,55,3,38,1,3,28,72,4,0,0,0,0,1,0,0,0,1,0
8633,1960,0,82960.5,68,21,668.72,79,1,16,2,3,37,63,3,0,0,0,1,0,0,0,0,1,0
8635,1941,1,111356.7,94,31,1330.16,46,5,36,4,8,35,65,5,0,0,0,1,0,0,0,1,0,0
8637,1969,1,65525.25,81,6,38.48,28,19,20,19,14,41,59,4,0,0,1,0,0,0,0,0,1,0
8640,1958,1,74062.83887289166,88,18,564.72,35,4,47,5,9,31,69,2,0,0,0,0,1,0,0,0,1,0
8646,1984,1,48591.9,78,18,308.88,38,16,37,1,8,53,47,4,0,0,0,1,0,0,0,0,1,0
8648,1960,1,74440.8,54,14,361.92,35,18,26,15,6,22,78,4,0,0,0,1,0,0,0,1,0,0
8650,1992,0,58775.85,9,22,506.48,30,9,37,22,2,61,39,4,0,0,1,0,0,0,0,0,0,0
8658,1962,1,78503.25,30,13,227.76,88,1,10,0,1,38,62,5,0,0,0,0,1,0,0,1,0,0
8664,1948,0,88965.45,34,23,929.76,35,3,49,6,8,15,85,3,0,0,0,0,1,0,0,0,0,1
8668,1973,1,42730.8,6,12,310.96,60,3,28,5,4,13,87,4,0,0,0,1,0,0,0,0,1,0
8671,1961,1,55434.75,59,10,66.56,76,1,20,1,2,49,51,4,0,1,0,0,0,0,0,0,0,0
8675,1938,0,124831.35,9,41,2192.32,25,24,35,9,7,10,90,5,0,0,0,1,0,0,0,0,1,0
8678,1980,1,58564.8,94,12,64.48,87,1,11,1,0,64,36,4,0,0,0,1,0,0,0,1,0,0
8680,1950,0,115588.2,89,41,1995.76,68,6,15,1,9,29,71,5,0,0,0,1,0,0,0,0,1,0
8681,1967,1,67618.95,72,10,122.72,83,1,14,1,1,45,55,2,0,0,0,1,0,0,0,0,1,0
8686,1968,1,74503.8,88,12,231.92,76,0,19,2,3,36,64,3,0,1,0,1,0,0,0,1,0,0
8703,1966,1,71915.55,84,20,412.88,75,2,20,0,3,65,35,3,0,0,0,0,0,0,1,0,0,0
8711,1989,0,32774.7,83,8,68.64,42,7,25,17,8,36,64,4,0,0,0,0,1,0,0,1,0,0
8712,1956,1,71993.25,6,13,316.16,53,16,16,9,6,24,76,5,0,1,1,0,0,0,0,1,0,0
8713,1990,1,49956.9,66,8,29.12,36,15,26,1,22,62,38,4,0,1,1,0,0,0,0,1,0,0
8715,1984,1,32888.1,87,12,72.8,45,5,33,8,9,50,50,5,0,0,0,1,0,0,0,0,1,0
8723,1973,1,64420.65,25,9,42.64,93,0,7,0,0,65,35,3,0,0,0,0,1,0,0,1,0,0
8725,1988,0,42248.85,72,10,78.0,24,8,19,25,24,49,51,2,0,0,0,1,0,0,0,0,1,0
8730,1947,0,90147.75,73,18,677.04,60,1,38,0,1,14,86,3,0,0,0,0,1,0,1,0,0,0
8732,1982,1,53643.45,43,10,78.0,26,3,49,9,13,52,48,3,0,0,0,1,0,0,0,0,1,0
8739,1992,1,28226.1,403,9,11.44,20,27,29,4,20,62,38,4,0,1,0,1,0,0,0,0,1,0
8747,1966,1,83772.15,7,24,926.64,40,11,25,14,9,25,75,4,0,0,0,1,0,0,0,0,1,0
8749,1944,0,93553.95,73,25,1053.52,24,10,40,22,4,16,84,5,0,0,0,1,0,0,0,1,0,0
8756,1971,1,65994.6,2,10,65.52,74,1,20,1,4,55,45,3,0,1,0,1,0,0,0,1,0,0
8757,1978,1,40660.2,86,12,60.32,45,9,38,3,5,59,41,2,0,0,0,1,0,0,1,0,0,0
8760,1949,0,118801.2,76,33,1665.04,37,10,30,10,13,13,87,5,1,0,0,1,0,0,0,0,0,1
8761,1990,1,39280.5,82,13,96.72,47,2,30,10,11,73,27,2,0,1,0,1,0,0,0,0,0,0
8764,1971,1,69749.4,94,8,37.44,41,2,28,0,28,44,56,2,0,0,1,0,0,0,0,1,0,0
8768,1943,0,106086.75,12,29,1398.8,53,2,40,4,1,11,89,5,0,0,0,1,0,0,0,0,1,0
8779,1983,1,62323.8,14,21,450.32,35,12,19,25,9,50,50,4,0,0,0,0,0,0,1,0,0,0
8780,1964,1,82471.2,24,20,565.76,92,0,7,0,0,39,61,2,0,0,0,1,0,0,0,1,0,0
8782,1979,1,57784.65,33,10,56.16,45,8,41,1,5,59,41,4,0,0,0,1,0,0,0,1,0,0
8787,1973,1,51461.55,32,12,82.16,42,4,47,5,1,57,43,4,0,0,0,1,0,0,0,1,0,0
8791,1995,1,36125.25,34,11,44.72,20,17,23,24,16,69,31,5,0,1,1,0,0,0,0,0,0,0
8793,1943,0,113018.85,89,42,2123.68,47,7,39,0,7,18,82,5,0,0,0,0,1,0,0,1,0,0
8802,1988,1,49273.35,68,18,314.08,25,4,47,11,13,61,39,3,0,0,0,1,0,0,0,1,0,0
8805,1947,0,114181.2,76,40,2056.08,29,6,38,15,12,11,89,5,0,1,0,0,0,0,0,0,1,0
8806,1943,0,106865.85,23,33,1595.36,38,17,35,0,10,12,88,4,0,0,0,1,0,0,0,0,0,1
8808,1979,1,46273.5,95,10,73.84,40,7,36,6,11,43,57,2,0,0,0,0,0,0,1,0,0,0
8812,1939,0,118924.05,24,37,1801.28,69,2,27,2,1,20,80,5,1,0,0,0,0,1,0,0,1,0
8814,1966,1,77223.3,77,25,687.44,89,0,9,1,1,57,43,3,0,0,0,0,1,0,0,0,1,0
8817,1944,0,103161.45,8,31,1454.96,40,11,36,12,1,12,88,5,1,1,0,0,0,0,0,0,1,0
8819,1971,1,54686.1,28,6,36.4,67,2,28,1,2,36,64,4,0,0,0,1,0,0,0,1,0,0
8821,1982,1,58581.6,52,19,361.92,58,2,29,6,5,54,46,3,0,1,0,1,0,0,0,0,1,0
8822,1971,1,81585.0,48,22,561.6,35,2,47,8,8,56,44,4,0,0,0,1,0,0,0,0,0,0
8828,1965,1,70948.5,51,23,613.6,91,1,6,1,1,54,46,4,0,1,0,1,0,0,0,0,0,0
8831,1963,1,75184.2,18,13,267.28,39,15,20,14,12,36,64,3,0,0,0,0,0,0,0,1,0,0
8841,1971,1,61708.5,17,8,41.6,62,4,27,4,2,50,50,4,0,0,0,1,0,0,0,1,0,0
8842,1995,0,14635.95,54,13,90.48,11,4,24,36,25,57,43,4,0,0,1,0,0,0,0,0,0,0
8843,1941,0,113068.2,17,43,2193.36,32,8,51,7,2,13,87,5,1,0,0,1,0,0,1,0,0,0
8855,1955,1,79023.0,54,24,862.16,62,2,31,1,4,23,77,4,0,1,0,0,1,0,0,0,1,0
8856,1969,1,72252.6,63,20,507.52,91,1,8,0,0,43,57,3,0,1,0,1,0,0,0,1,0,0
8857,1995,1,24161.55,34,8,30.16,9,23,21,20,27,49,51,2,0,0,1,0,0,0,0,1,0,0
8865,1943,0,98684.25,43,28,1268.8,21,10,45,13,11,13,87,5,0,0,0,1,0,0,0,1,0,0
8868,1943,0,109616.85,44,36,1794.0,42,14,39,2,3,13,87,4,0,0,0,0,0,1,0,0,0,1
8871,1961,1,74446.05,43,24,671.84,92,1,6,1,1,41,59,4,0,1,0,1,0,0,1,0,0,0
8872,1943,0,112443.45,64,26,1186.64,47,1,34,10,8,12,88,5,0,0,0,1,0,0,0,0,0,0
8873,1984,1,46613.7,54,19,315.12,67,3,25,3,3,59,41,2,0,0,0,0,1,0,0,1,0,0
8874,1941,0,74062.83887289166,16,42,2189.2,71,3,23,2,0,12,88,5,1,0,0,0,1,0,0,0,0,0
8877,1991,0,45803.1,68,21,406.64,29,13,46,1,11,62,38,4,0,0,0,0,0,0,0,0,0,0
8879,1979,1,45880.8,86,9,44.72,75,3,18,3,1,48,52,3,0,1,0,1,0,0,0,1,0,0
8884,1962,1,100545.9,70,35,1463.28,87,2,10,0,1,46,54,5,0,1,0,1,0,0,0,1,0,0
8888,1952,1,78005.55,78,20,557.44,40,16,26,11,7,34,66,3,0,0,0,0,0,0,0,0,1,0
8891,1979,1,55354.95,205,9,19.76,67,2,26,4,0,66,34,4,0,0,0,1,0,0,0,0,0,0
8892,1947,1,90888.0,47,28,919.36,76,3,17,2,2,48,52,5,0,0,0,1,0,0,0,0,0,1
8896,1972,1,80391.15,74,17,359.84,85,1,12,2,0,49,51,5,0,0,0,0,0,0,0,1,0,0
8898,1963,1,81114.6,20,11,190.32,89,1,8,1,1,42,58,5,0,0,0,1,0,0,0,0,1,0
8903,1991,1,21297.15,76,11,31.2,25,10,47,13,5,70,30,4,0,0,0,1,0,0,0,0,0,0
8909,1968,1,67070.85,68,16,360.88,62,5,25,4,4,39,61,3,0,0,0,1,0,0,0,1,0,0
8911,1947,0,91595.7,29,15,503.36,16,16,51,2,15,14,86,3,0,0,0,0,0,0,0,0,0,0
8914,1955,1,85540.35,36,32,1256.32,41,10,36,6,8,38,62,5,0,1,0,0,0,0,0,1,0,0
8915,1958,1,89553.45,57,20,733.2,55,12,20,8,5,24,76,2,0,0,0,1,0,0,0,0,1,0
8921,1993,1,37900.8,93,8,16.64,11,19,22,23,26,59,41,3,0,0,0,1,0,0,0,0,0,0
8922,1985,1,43260.0,549,9,19.76,44,0,45,5,5,68,32,4,0,0,0,1,0,0,0,1,0,0
8927,1937,0,127178.1,57,45,2440.88,33,3,50,6,8,9,91,4,0,0,0,1,0,0,0,1,0,0
8932,1994,0,31089.45,19,10,41.6,18,14,30,21,17,59,41,3,0,0,0,0,0,0,0,0,0,0
8951,1996,1,41608.35,95,12,95.68,28,14,21,19,18,56,44,5,0,0,1,0,0,0,0,1,0,0
8953,1955,1,93434.25,94,22,687.44,34,4,47,5,10,42,58,4,0,0,0,1,0,0,0,0,0,0
8958,1958,1,77690.55,32,15,405.6,42,0,23,12,23,22,78,4,0,0,0,0,0,0,0,1,0,0
8968,1956,1,86045.4,11,24,860.08,49,9,28,12,2,21,79,3,0,0,0,0,0,0,0,0,0,0
8982,1961,1,81916.8,25,31,1058.72,88,1,10,1,0,55,45,5,0,0,0,0,0,0,0,0,1,0
8987,1973,1,68454.75,408,5,20.8,57,4,38,1,0,49,51,1,0,0,0,1,0,0,0,0,0,0
8991,1964,1,93708.3,95,18,502.32,92,1,6,1,0,50,50,4,0,0,0,0,1,0,0,0,0,0
8992,1947,0,105131.25,24,28,1324.96,33,4,44,16,3,18,82,5,0,1,0,1,0,0,0,0,1,0
8998,1974,1,50722.35,38,10,45.76,38,1,41,12,8,53,47,2,0,0,0,1,0,0,0,1,0,0
9000,1966,1,91147.35,55,28,991.12,83,2,14,1,0,38,62,5,0,0,0,1,0,0,1,0,0,0
9002,1989,1,33495.0,22,15,153.92,34,8,47,3,8,65,35,4,0,0,0,1,0,0,0,0,1,0
9007,1945,0,116431.35,32,32,1536.08,22,5,50,14,9,27,73,4,0,0,0,1,0,0,0,1,0,0
9008,1945,0,118243.65,80,55,2813.2,56,1,38,3,2,18,82,5,1,0,0,0,1,0,1,0,0,0
9020,1978,1,47674.2,80,10,80.08,50,8,28,0,13,42,58,5,0,1,0,1,0,0,0,1,0,0
9021,1990,1,55959.75,25,12,93.6,28,4,48,15,5,63,37,4,0,0,1,0,0,0,0,0,1,0
9023,1993,1,36008.7,75,9,22.88,9,18,31,12,30,70,30,2,0,0,0,1,0,0,0,0,0,0
9025,1943,0,104954.85,67,26,1201.2,28,9,43,9,11,7,93,4,0,0,0,0,0,0,0,0,0,0
9026,1977,1,52763.55,61,10,66.56,64,6,15,9,6,54,46,3,0,0,0,1,0,0,0,0,1,0
9029,1996,1,38951.85,68,11,56.16,12,12,42,23,11,74,26,5,0,0,1,0,0,0,0,0,1,0
9038,1966,1,67107.6,46,17,310.96,92,0,8,0,0,57,43,3,0,0,0,0,0,1,0,0,1,0
9039,1940,0,118160.7,33,47,2569.84,22,12,47,10,9,7,93,5,0,0,0,0,0,0,0,0,1,0
9044,1973,1,74052.3,56,25,679.12,57,3,34,4,3,56,44,4,0,1,0,1,0,0,0,0,0,0
9047,1943,0,115218.6,44,41,2127.84,48,3,40,3,5,14,86,5,1,0,0,1,0,0,0,1,0,0
9051,1960,1,82047.0,31,12,230.88,24,7,38,13,17,40,60,4,0,1,0,1,0,0,1,0,0,0
9052,1992,1,21481.95,51,10,30.16,20,8,56,9,7,49,51,4,0,0,0,0,0,0,0,0,0,0
9058,1970,1,63239.4,96,13,189.28,93,0,6,1,0,47,53,4,0,0,0,0,1,0,0,1,0,0
9059,1964,1,70862.4,56,13,153.92,87,0,11,0,1,63,37,3,0,0,0,0,0,1,0,0,0,1
9062,1944,0,109936.05,62,28,1329.12,16,8,49,5,22,13,87,5,0,0,1,0,0,0,0,0,1,0
9063,1946,0,103128.9,63,27,1116.96,43,4,43,5,5,18,82,5,0,0,0,0,0,1,0,0,1,0
9065,1979,1,66986.85,53,29,925.6,77,4,15,4,0,53,47,5,0,1,0,0,0,0,0,0,0,0
9072,1989,1,41797.35,51,11,57.2,71,1,25,2,1,62,38,3,0,0,0,0,0,1,0,1,0,0
9076,1948,0,104406.75,43,35,1671.28,25,20,48,1,6,16,84,5,1,0,1,0,0,0,0,0,1,0
9081,1944,0,106714.65,36,45,2254.72,51,6,29,5,9,17,83,4,1,0,0,0,1,0,0,0,1,0
9082,1996,1,55826.4,54,10,68.64,10,12,26,21,31,60,40,3,0,0,1,0,0,0,0,0,1,0
9084,1940,0,110451.6,20,41,1995.76,31,0,35,27,7,18,82,4,0,1,1,0,0,0,1,0,0,0
9089,1973,1,57489.6,9,8,69.68,60,4,28,0,8,46,54,4,0,0,0,1,0,0,0,1,0,0
9090,1941,0,124504.8,60,43,2256.8,61,2,35,1,2,13,87,5,0,0,0,0,1,0,0,1,0,0
9091,1982,1,38517.15,84,7,24.96,43,14,20,19,4,48,52,4,0,0,0,1,0,0,0,0,1,0
9094,1964,1,74242.35,92,12,158.08,82,2,14,1,1,55,45,2,0,0,0,0,1,0,0,1,0,0
9096,1949,0,92031.45,29,31,1387.36,24,9,38,14,16,18,82,5,0,1,0,1,0,0,0,0,0,0
9097,1978,1,75751.2,74,25,676.0,83,1,14,1,1,47,53,3,0,0,0,1,0,0,0,0,0,0
9101,1993,1,39818.1,53,9,52.0,39,6,20,17,17,44,56,3,0,0,0,1,0,0,0,1,0,0
9104,1938,0,123361.35,26,45,2320.24,63,2,30,3,2,20,80,5,1,1,0,0,0,1,0,1,0,0
9108,1950,0,116710.65,6,37,1794.0,32,3,50,14,1,16,84,5,0,0,0,1,0,0,1,0,0,0
9111,1966,1,73361.4,27,20,512.72,63,6,21,4,5,51,49,2,0,0,0,0,0,0,1,0,0,0
9117,1958,1,87415.65,4,23,862.16,29,12,50,1,8,22,78,3,0,0,0,0,0,0,0,0,0,0
9118,1957,0,99557.85,46,29,1252.16,69,2,23,3,3,27,73,5,0,1,0,0,1,0,0,1,0,0
9121,1980,0,51046.8,94,20,448.24,80,1,18,0,1,49,51,5,0,0,0,0,1,0,0,0,1,0
9124,1941,0,133599.9,24,42,2187.12,14,10,45,18,13,14,86,5,1,0,1,0,0,0,0,1,0,0
9125,1994,0,39318.3,58,16,310.96,24,33,28,4,11,35,65,4,0,0,0,0,0,0,0,0,0,0
9128,1990,1,27456.45,100,8,30.16,36,16,44,1,2,50,50,4,0,1,0,1,0,0,0,0,1,0
9132,1967,1,75664.05,79,19,404.56,84,1,14,1,0,60,40,3,0,0,0,0,1,0,0,1,0,0
9134,1978,1,47457.9,26,6,43.68,67,10,19,2,2,38,62,5,0,0,1,0,0,0,1,0,0,0
9137,1981,0,39103.05,98,8,57.2,53,2,19,5,21,45,55,4,0,0,0,0,0,1,0,0,0,0
9138,1976,1,56666.4,61,19,360.88,59,8,25,8,0,55,45,5,0,0,0,1,0,0,0,1,0,0
9139,1989,1,34845.3,86,10,21.84,23,16,40,11,11,66,34,3,0,0,0,1,0,0,0,0,0,0
9141,1996,0,23411.85,79,9,13.52,3,16,30,41,10,63,37,4,0,0,1,0,0,0,0,0,0,0
9143,1970,1,73635.45,69,20,556.4,92,0,7,1,0,43,57,2,0,0,0,0,1,0,1,0,0,0
9152,1990,1,26826.45,415,10,19.76,70,6,19,3,2,72,28,2,0,1,0,1,0,0,0,1,0,0
9157,1943,0,110029.5,61,28,1268.8,25,9,54,2,10,14,86,5,0,0,0,0,0,0,0,1,0,0
9159,1946,0,91257.6,18,31,1459.12,60,0,33,3,4,14,86,5,0,0,0,0,1,0,0,1,0,0
9177,1981,1,50761.2,46,11,125.84,41,14,28,9,8,55,45,4,0,0,0,0,0,0,0,0,0,0
9178,1983,1,34347.6,73,10,29.12,25,8,56,6,5,61,39,2,0,1,0,0,0,0,1,0,0,0
9180,1964,0,78006.6,35,27,934.96,80,1,15,1,3,46,54,5,0,0,0,0,0,0,0,0,0,0
9181,1957,1,76734.0,70,9,194.48,19,10,35,27,9,17,83,2,0,0,0,0,0,0,0,0,0,0
9184,1945,0,93020.55,94,39,1862.64,10,17,47,8,19,13,87,5,0,1,0,0,0,0,0,0,1,0
9186,1982,1,55740.3,191,9,20.8,49,4,39,2,6,64,36,2,0,1,0,0,0,1,0,0,1,0
9191,1945,0,108267.6,70,44,2320.24,64,3,29,4,0,10,90,5,0,0,0,0,0,1,0,1,0,0
9192,1990,1,34451.55,28,12,62.4,64,2,32,0,2,61,39,5,0,0,0,0,1,0,0,0,0,0
9195,1986,1,56683.2,60,27,798.72,60,2,34,2,2,50,50,4,0,0,0,1,0,0,0,1,0,0
9197,1991,1,40779.9,202,6,10.4,33,11,40,5,10,67,33,3,0,0,0,1,0,0,0,0,0,0
9199,1983,1,43912.05,30,9,30.16,36,11,32,11,10,57,43,3,0,0,0,0,0,0,0,0,0,0
9202,1971,1,80643.15,66,20,459.68,65,4,27,2,3,63,37,3,0,0,0,0,0,0,0,0,1,0
9205,1956,1,85266.3,27,13,361.92,60,5,22,8,5,27,73,4,0,0,0,1,0,0,0,1,0,0
9223,1965,1,61858.65,57,20,402.48,77,3,12,1,7,65,35,5,0,0,0,1,0,0,0,0,1,0
9225,1959,0,90788.25,42,31,1256.32,54,4,29,6,7,35,65,5,0,0,0,1,0,0,0,1,0,0
9233,1983,1,57214.5,46,14,156.0,32,9,40,11,8,71,29,2,0,0,0,0,0,0,0,1,0,0
9234,1961,1,90451.2,87,15,354.64,59,9,17,10,5,46,54,4,1,0,0,1,0,0,0,0,1,0
9240,1949,0,123383.4,15,30,1456.0,14,30,34,3,19,14,86,5,0,1,0,0,0,0,0,1,0,0
9244,1993,0,25339.65,14,6,14.56,24,12,17,22,25,39,61,3,0,0,0,0,0,0,0,0,1,0
9245,1952,1,87790.5,6,14,268.32,75,4,16,1,4,47,53,2,0,0,0,1,0,0,0,1,0,0
9246,1982,1,58035.6,63,11,65.52,33,8,38,2,19,72,28,4,0,1,0,0,0,0,0,1,0,0
9251,1980,1,53425.05,65,8,41.6,78,1,19,1,1,49,51,5,0,0,0,1,0,0,0,0,1,0
9261,1973,1,62471.85,89,9,74.88,41,8,41,4,6,53,47,5,0,0,0,0,0,0,0,0,1,0
9267,1986,1,50590.05,256,9,20.8,28,13,37,13,9,75,25,4,0,0,0,1,0,0,0,1,0,0
9269,1982,1,51488.85,63,13,76.96,40,6,46,2,6,76,24,4,0,0,0,0,0,1,0,1,0,0
9272,1964,1,80399.55,1,22,567.84,56,3,24,11,6,50,50,3,0,0,0,0,0,0,0,1,0,0
9276,1990,1,41624.1,23,11,38.48,69,2,22,2,4,76,24,3,0,1,0,0,1,0,0,0,1,0
9277,1978,0,44718.45,93,9,96.72,47,22,23,7,1,35,65,3,0,0,0,0,1,0,1,0,0,0
9278,1963,1,70002.45,21,22,568.88,81,1,13,3,3,52,48,4,0,0,0,0,0,0,0,1,0,0
9280,1966,0,65650.2,80,8,153.92,55,8,34,2,2,19,81,3,0,0,0,0,1,0,0,1,0,0
9284,1979,1,55317.15,25,11,66.56,66,5,21,4,4,59,41,3,0,0,0,1,0,0,0,0,0,0
9287,1957,1,99257.55,66,28,998.4,73,7,15,0,5,40,60,5,0,0,0,0,1,0,0,1,0,0
9288,1967,1,84946.05,81,34,1386.32,90,1,9,0,0,41,59,5,0,0,0,1,0,0,0,0,0,1
9298,1995,0,28182.0,99,10,23.92,3,28,14,26,29,71,29,2,0,0,1,0,0,0,0,0,0,0
9301,1954,1,91207.2,9,31,1330.16,36,27,33,2,1,23,77,4,0,0,0,0,0,0,0,0,0,1
9302,1944,0,110077.8,20,43,2253.68,33,4,50,1,12,14,86,5,1,0,0,1,0,0,0,0,0,0
9310,1961,1,76231.05,26,26,793.52,88,1,9,1,1,44,56,5,0,0,0,1,0,0,0,0,0,0
9314,1957,1,96076.05,36,32,1464.32,60,7,25,6,2,17,83,4,0,0,0,0,0,0,0,1,0,0
9315,1990,1,42769.65,40,10,64.48,40,6,42,5,6,54,46,5,0,0,0,0,1,0,0,0,0,0
9323,1977,1,38390.1,82,9,14.56,83,0,15,1,1,55,45,3,0,1,0,1,0,0,0,0,1,0
9324,1960,0,74755.8,70,31,1401.92,73,3,20,4,0,20,80,5,0,1,0,1,0,0,0,0,1,0
9325,1942,0,103026.0,89,37,1798.16,33,1,55,5,6,17,83,5,0,0,0,1,0,0,0,0,0,1
9328,1954,1,91009.8,31,16,512.72,35,20,25,2,18,26,74,5,0,0,1,0,0,0,0,0,1,0
9329,1968,1,51984.45,83,11,124.8,78,3,15,0,4,50,50,4,0,1,0,1,0,0,0,1,0,0
9330,1982,1,56583.45,29,17,316.16,55,1,25,8,10,41,59,4,0,1,0,0,0,0,0,1,0,0
9340,1981,1,36760.5,44,12,74.88,35,6,45,5,9,62,38,5,0,0,0,1,0,0,0,0,0,0
9343,1962,1,70549.5,54,21,613.6,37,5,38,10,9,37,63,2,0,0,0,0,1,0,0,0,1,0
9347,1994,1,41980.05,44,11,42.64,15,20,41,14,10,72,28,4,0,0,0,0,0,0,0,0,0,0
9348,1945,0,116155.2,75,41,2120.56,37,4,49,3,7,13,87,5,0,1,0,0,1,0,0,1,0,0
9350,1994,0,42531.3,36,11,92.56,13,21,26,20,20,57,43,4,0,1,0,0,0,0,0,0,0,0
9353,1947,0,112131.6,36,47,2383.68,30,19,41,9,1,17,83,4,0,1,0,0,0,0,1,0,0,0
9355,1948,0,116351.55,91,51,2631.2,58,2,32,4,4,13,87,5,1,0,0,0,1,0,0,0,1,0
9365,1950,1,105199.5,6,31,1264.64,72,2,23,2,0,31,69,4,0,0,0,1,0,0,0,0,0,1
9370,1951,1,88063.5,28,22,687.44,65,2,23,6,4,37,63,5,0,0,0,1,0,0,0,1,0,0
9372,1941,0,105491.4,33,29,1395.68,33,6,33,16,13,12,88,5,0,0,0,0,0,0,1,0,0,0
9376,1956,0,74062.83887289166,59,19,619.84,38,9,17,16,20,32,68,4,0,0,0,1,0,0,0,0,0,0
9379,1969,1,70617.75,152,5,19.76,64,4,21,6,5,47,53,1,0,0,0,1,0,0,0,1,0,0
9381,1989,1,49871.85,27,22,503.36,21,9,32,7,31,62,38,4,0,1,1,0,0,0,0,1,0,0
9384,1938,0,125203.05,56,44,2248.48,62,1,34,2,1,19,81,4,0,0,0,1,0,0,0,1,0,0
9389,1977,1,45331.65,80,9,49.92,47,4,45,2,3,48,52,3,0,0,0,0,1,0,0,0,1,0
9400,1960,1,99760.5,70,25,930.8,46,8,34,5,7,38,62,4,0,0,0,1,0,0,0,0,0,0
9401,1966,1,81503.1,84,10,95.68,74,2,15,3,6,50,50,3,0,1,0,1,0,0,0,1,0,0
9402,1966,1,73117.8,11,6,57.2,87,2,10,1,0,37,63,4,0,0,0,1,0,0,0,1,0,0
9403,1958,1,78011.85,77,15,398.32,41,6,41,3,9,28,72,3,0,1,0,0,0,0,0,0,1,0
9408,1966,1,79168.95,99,24,621.92,82,0,16,0,2,58,42,3,0,0,0,1,0,0,0,1,0,0
9409,1963,1,82389.3,97,31,1050.4,67,1,26,2,3,50,50,5,0,0,0,0,0,0,0,0,0,0
9411,1960,1,93664.2,78,13,310.96,58,4,27,6,5,32,68,4,0,1,0,1,0,0,1,0,0,0
9412,1985,1,55193.25,33,6,24.96,17,0,39,20,23,62,38,3,0,0,1,0,0,0,0,0,0,0
9418,1950,0,108692.85,55,34,1601.6,40,13,36,6,6,18,82,5,0,0,0,0,1,0,0,1,0,0
9420,1956,0,87430.35,75,32,1268.8,79,0,19,1,1,30,70,5,0,0,0,0,1,0,0,1,0,0
9435,1947,0,114608.55,70,24,1061.84,51,11,30,4,4,8,92,2,0,0,0,0,0,1,0,0,0,0
9444,1981,1,61813.5,530,7,20.8,79,0,17,2,2,65,35,5,0,1,0,0,0,1,0,1,0,0
9445,1964,1,74319.0,79,14,274.56,81,2,11,2,4,50,50,2,0,1,1,0,0,0,0,1,0,0
9451,1945,0,113197.35,54,18,681.2,29,5,46,11,9,16,84,3,0,0,0,1,0,0,1,0,0,0
9454,1968,1,84501.9,80,25,802.88,69,1,23,5,3,47,53,3,0,1,0,0,0,0,0,0,1,0
9457,1984,1,42943.95,14,10,41.6,25,7,41,22,5,65,35,4,0,1,0,1,0,0,0,0,0,0
9460,1968,1,86551.5,26,25,735.28,74,1,19,4,2,46,54,4,0,0,0,0,0,0,0,0,0,0
9463,1952,1,94702.65,9,17,567.84,39,9,33,11,9,22,78,4,0,1,0,0,0,0,0,1,0,0
9464,1971,1,67625.25,13,32,1069.12,87,2,10,1,0,52,48,4,0,0,0,1,0,0,0,0,0,0
9467,1996,1,29306.55,38,12,48.88,10,5,4,4,77,62,38,4,0,0,1,0,0,0,0,0,0,0
9469,1954,1,99021.3,5,32,1398.8,41,7,37,7,9,24,76,5,1,0,0,0,0,0,0,1,0,0
9481,1939,0,129281.25,9,39,2063.36,50,12,35,2,1,13,87,5,0,0,0,1,0,0,0,1,0,0
9482,1994,0,34589.1,94,12,159.12,42,9,22,15,12,32,68,4,0,0,0,0,0,0,0,0,0,0
